"","M_SNC_MST_RCNT_ACT_OPN","TOT_HI_CRDT_CRDT_LMT","RATIO_BAL_TO_HI_CRDT","AGRGT_BAL_ALL_XCLD_MRTG","N_OF_SATISFY_FNC_REV_ACTS","AVG_BAL_ALL_FNC_REV_ACTS","N_BANK_INSTLACTS","M_SNCOLDST_BNKINSTL_ACTOPN","N_FNC_INSTLACTS","N_SATISFY_INSTL_ACTS","M_SNC_MSTREC_INSTL_TRD_OPN","TOT_INSTL_HI_CRDT_CRDT_LMT","M_SNC_OLDST_MRTG_ACT_OPN","M_SNC_MSTRCNT_MRTG_ACT_UPD","M_SNC_MST_RCNT_MRTG_DEAL","N30D_ORWRS_RTNG_MRTG_ACTS","N_OF_MRTG_ACTS_DLINQ_24M","N_SATISFY_PRSNL_FNC_ACTS","RATIO_PRSNL_FNC_BAL2HICRDT","TOT_OTHRFIN_HICRDT_CRDTLMT","N_SATISFY_OIL_NATIONL_ACTS","M_SNCOLDST_OIL_NTN_TRD_OPN","N_BC_ACTS_OPN_IN_12M","N_BC_ACTS_OPN_IN_24M","AVG_BAL_ALL_PRM_BC_ACTS","N_RETAIL_ACTS_OPN_IN_24M","M_SNC_OLDST_RETAIL_ACT_OPN","RATIO_RETAIL_BAL2HI_CRDT","TOT_BAL_ALL_DPT_STORE_ACTS","N_30D_RATINGS","N_120D_RATINGS","N_30D_AND_60D_RATINGS","N_ACTS_WITH_MXD_3_IN_24M","N_ACTS_WITH_MXD_4_IN_24M","PRCNT_OF_ACTS_NEVER_DLQNT","N_ACTS_90D_PLS_LTE_IN_6M","TOT_NOW_LTE","N_DEROG_PUB_RECS","N_INQUIRIES","N_FNC_ACTS_VRFY_IN_12M","N_OPEN_REV_ACTS","N_FNC_ACTS_OPN_IN_12M","HI_RETAIL_CRDT_LMT","N_PUB_REC_ACT_LINE_DEROGS","M_SNC_MST_RCNT_60_DAY_RTNG","AUTO_HI_CRDT_2_ACTUAL","MRTG_1_MONTHLY_PAYMENT","MRTG_2_CURRENT_BAL","PREM_BANKCARD_CRED_LMT","STUDENT_HI_CRED_RANGE","AUTO_2_OPEN_DATE_YRS","MAX_MRTG_CLOSE_DATE","UPSCALE_OPEN_DATE_YRS","STUDENT_OPEN_DATE_YRS","FNC_CARD_OPEN_DATE_YRS","AGE","D_DEPTCARD","D_REGION_A","D_REGION_B","D_REGION_C","D_NA_M_SNC_MST_RCNT_ACT_OPN","D_NA_AVG_BAL_ALL_FNC_REV_ACTS","D_NA_M_SNCOLDST_BNKINSTL_ACTOPN","D_NA_M_SNC_OLDST_MRTG_ACT_OPN","D_NA_M_SNC_MST_RCNT_MRTG_DEAL","D_NA_RATIO_PRSNL_FNC_BAL2HICRDT","D_N_DISPUTED_ACTS","PURCHASE","UNIQUE_ID"
"76122",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,0,0,0,0,0,1,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,95,0,1,0,0,1,1,1,1,1,1,0,0,12904
"9288",2,104731,58.6,61422,1,12985,1,144,6,3,2,69385,140.24170172978,0.668493150684932,26.6519337016575,0,0,2,101.2,46039,0,187.545454545455,0,1,3373,0,165.627093872962,11.2529557030406,0,4,0,4,0,0,72.7,0,0,0,5,4,4,3,0,0,20.8802831142568,28745,0,0,13500,0,2.03835616438356,3.14067227136849,7.53598050258877,2.48634096737679,0.2,83,0,0,0,0,0,0,0,1,1,0,0,0,12906
"72292",61,0,36.0982772631237,0,0,1728.33162193699,1,85,2,0,61,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,1,0,1,0,0,25,1,0,3,2,0,0,0,0,5,1,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,54,0,1,0,0,0,1,0,1,1,1,0,0,12907
"8809",24,71270,52.4,37360,3,0,9,120,5,2,24,35170,97,0.668493150684932,26.6519337016575,0,0,1,52.1986768597471,1100,0,187.545454545455,0,0,15526,0,165.627093872962,11.2529557030406,0,2,0,2,0,0,96,0,0,1,1,2,5,0,0,0,20.8802831142568,0,496,0,36000,0,2.33666142281372,2.03835616438356,7.53598050258877,2.48634096737679,1.28191739298384,34,0,0,0,0,0,0,0,0,1,1,0,0,12909
"6139",6,280500,38.7,29730,3,1375,7,112,3,0,36,0,123,0,7,1,1,2,24.9,124000,0,187.545454545455,0,0,5121,0,270,0,0,2,0,2,0,0,94.9,0,0,0,4,4,14,1,600,0,20.8802831142568,0,1384,111777,14400,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,35,1,0,0,0,0,0,0,0,0,0,0,0,12914
"44789",11,17433,50.8,8854,0,1728.33162193699,0,99.930935709739,5,1,25,12433,114,0.668493150684932,34,10,0,0,52.1986768597471,12433,0,187.545454545455,1,3,2518.65422661871,0,165.627093872962,11.2529557030406,0,10,6,13,0,0,60,0,0,0,2,1,4,0,0,0,32,0,580,0,0,0,2.33666142281372,5.95616438356164,7.53598050258877,2.48634096737679,1.28191739298384,44,0,0,0,0,0,1,1,0,0,1,0,1,12915
"44867",48,118230,14.7,17326,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,164,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2797,0,152,0.5,44,0,0,0,0,0,100,0,0,0,0,0,12,0,7300,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,80,0,0,1,0,0,1,1,0,1,1,0,1,12916
"82948",3,500,42.4,212,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,1,1,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,1,0,1,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,40,0,0,0,0,0,1,1,1,1,1,0,0,12919
"2918",9,501757,32.8,49363,1,1728.33162193699,15,212,2,2,9,106255,122,0,26.6519337016575,0,0,2,75,0,0,187.545454545455,0,1,0,0,122,0,0,1,0,1,0,0,97.8,0,0,0,3,2,13,1,7000,0,20.8802831142568,0,1902,92619,15000,0,2.33666142281372,3.14067227136849,10.2079871247848,2.48634096737679,0.794520547945205,48,1,0,0,1,0,1,0,0,1,0,0,0,12920
"45803",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,1,0,0,0,0,2,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,52,0,1,0,0,1,1,1,1,1,1,0,1,12922
"44411",20,105500,0.3,147,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,24,0,5,3,3,0,52.1986768597471,0,0,187.545454545455,0,1,49,0,186,0,0,3,0,3,0,0,91.7,0,0,0,1,0,10,0,4100,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,56,0,0,0,0,0,1,1,0,0,1,0,1,12925
"70435",3,205600,3.4,1593,1,449,0,99.930935709739,0,0,42.1564612125492,0,145,0,26.6519337016575,0,0,0,52.1986768597471,2200,1,125,1,1,572,2,202,11.2529557030406,0,5,0,8,0,0,75,0,0,0,3,1,4,0,0,2,55,0,1081,0,25000,0,2.33666142281372,6.45753424657534,7.53598050258877,2.48634096737679,1.28191739298384,69,0,1,0,0,0,0,1,0,1,1,0,0,12926
"79324",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,1,0,0,0,0,0,1,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,45,0,1,0,0,1,1,1,1,1,1,0,0,12928
"99710",16,27000,45.5,12286,0,1728.33162193699,1,83,0,0,83,0,22,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,1779,0,165.627093872962,11.2529557030406,0,1,0,1,0,0,80,0,0,0,2,0,2,0,0,0,20.8802831142568,0,0,0,13200,0,2.33666142281372,1.37260273972603,7.53598050258877,2.48634096737679,1.28191739298384,55,0,1,0,0,0,1,0,0,1,1,0,1,12929
"47821",29,19900,1.1,209,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,0,0,389,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,0,5,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,39,0,0,0,1,0,1,1,1,1,1,0,1,12930
"61048",70,13000,3.7,486,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,8,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,0,2,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,87,0,0,1,0,0,1,1,1,1,1,0,0,12933
"2458",0,229481,32.9,52545,3,486,2,126,3,1,5,18000,240,1,26.6519337016575,0,0,2,32.4,0,0,187.545454545455,3,3,3757,1,206,0,0,0,0,0,0,0,100,0,0,0,3,1,33,1,8500,0,20.8802831142568,0,164,0,13000,0,2.33666142281372,0.457534246575342,3.79452054794521,2.48634096737679,1.28191739298384,79,1,0,0,0,0,0,0,0,1,0,0,0,12935
"66734",17,255516,9.5,8504,2,0,2,129,5,1,17,15216,138,1,26.6519337016575,0,0,1,0,15216,0,187.545454545455,0,0,90,0,178,11.2529557030406,0,0,0,0,0,0,100,0,0,0,1,2,11,0,0,0,20.8802831142568,0,1281,154229,30000,0,2.33666142281372,2.36712328767123,7.53598050258877,2.48634096737679,1.28191739298384,37,0,1,0,0,0,0,0,0,1,0,0,0,12936
"31149",2,485296,77.5,51544,0,1728.33162193699,7,126,1,1,2,27372,24,0,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,3,0,4,0,0,0,20.8802831142568,0,3157,24128,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,49,0,0,1,0,0,1,0,0,1,1,0,0,12937
"41201",2,153800,1.2,529,0,1728.33162193699,4,127,3,0,19,0,123,1,26.6519337016575,0,0,0,52.1986768597471,108000,0,187.545454545455,0,2,74,2,81,1.9,219,1,0,2,1,0,90.9,0,0,0,12,1,8,0,10000,0,21,0,153,106532,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,37,1,0,0,1,0,1,0,0,1,1,0,1,12938
"80675",88,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,30,0,0,1,0,0,1,1,1,1,1,0,0,12939
"72263",23,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,1,0,76,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,1,2518.65422661871,0,165.627093872962,11.2529557030406,0,1,6,2,0,0,40,1,0,0,2,0,0,0,0,5,2,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,54,0,1,0,0,0,1,1,1,1,1,0,0,12941
"17858",26,777200,39,142215,0,1728.33162193699,4,223,3,0,67,0,97,0,26.6519337016575,0,0,0,52.1986768597471,0,1,191,0,0,5644,0,263,0,0,1,0,1,0,0,93.3,0,0,0,0,0,13,0,1700,0,20.8802831142568,0,508,498222,25000,0,2.33666142281372,3.14067227136849,21.9561643835616,2.48634096737679,1.28191739298384,47,1,1,0,0,0,1,0,0,1,1,0,0,12942
"2349",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,1,0,0,0,0,3,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,68,0,0,0,1,1,1,1,1,1,1,0,0,12947
"35961",9,66760,13.7,9163,1,0,0,99.930935709739,0,0,42.1564612125492,0,173,0.668493150684932,81,1,0,1,0,0,0,187.545454545455,1,2,3054,0,209,0,0,1,0,1,0,0,96.2,0,0,0,1,1,15,0,5000,0,20.8802831142568,0,551,0,12000,0,2.33666142281372,5.28767123287671,3.62282356463807,2.48634096737679,1.28191739298384,59,1,0,0,1,0,0,1,0,0,0,1,0,12949
"26770",47,24000,11.6,2775,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2775,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,1,0,1,0,0,0,20.8802831142568,0,0,0,29000,4,2.33666142281372,3.14067227136849,7.53598050258877,-0.0849315068493151,1.28191739298384,43,0,0,0,0,0,1,1,1,1,1,0,0,12950
"92808",25,19500,7.3,1425,1,0,2,141,2,0,25,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,500,0,187.545454545455,0,0,1425,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,1,5,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,40,0,0,0,0,0,0,0,1,1,1,0,1,12952
"38964",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,0,0,0,0,0,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,45,0,1,0,0,1,1,1,1,1,1,0,0,12955
"4609",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,0,0,0,0,0,1,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,39,0,1,0,0,1,1,1,1,1,1,0,0,12957
"27384",1,11300,0,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,2,2,2518.65422661871,1,82,0,0,1,0,2,0,0,91.7,0,0,0,3,0,8,0,2500,0,53,0,0,0,0,0,2.33666142281372,3.14067227136849,6.87100082341493,2.48634096737679,1.28191739298384,36,1,0,0,0,0,1,1,1,1,1,0,0,12958
"41882",87,0,36.0982772631237,0,0,1728.33162193699,1,87,0,0,87,0,162,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,181,11.2529557030406,0,0,0,0,0,0,77.8,0,0,1,0,0,0,0,0,1,37,0,1300,0,0,0,2.33666142281372,7.12009132420091,7.53598050258877,2.48634096737679,1.28191739298384,49,0,0,0,1,0,1,0,0,1,1,0,1,12960
"46649",7,202288,6.8,9195,0,1728.33162193699,0,99.930935709739,3,0,110,0,167,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,1,2,1514,1,233,0,0,0,0,0,0,0,100,0,0,0,1,0,13,0,2200,0,20.8802831142568,0,1702,0,30000,0,2.33666142281372,0.956164383561644,7.53598050258877,2.48634096737679,1.28191739298384,25,1,0,1,0,0,1,1,0,1,1,0,1,12961
"76747",54,0,36.0982772631237,0,0,1728.33162193699,2,71,0,0,54,0,61,0.668493150684932,7,6,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,64,11.2529557030406,0,14,13,23,0,1,16.7,0,0,0,6,0,0,0,0,5,10,0,1616,0,0,0,2.33666142281372,0.619178082191781,7.53598050258877,2.48634096737679,1.28191739298384,41,0,0,1,0,0,1,0,0,0,1,0,0,12962
"7971",13,59700,18.1,10829,0,1728.33162193699,0,99.930935709739,1,0,91,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,1,2184,0,346,2.7,320,0,0,0,0,0,100,0,0,0,0,0,4,0,9200,0,20.8802831142568,0,0,0,20000,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,36,1,0,1,0,0,1,1,1,1,1,0,0,12963
"8879",1,387259,69.6,64945,0,1728.33162193699,3,145,8,3,1,69599,238,0,2,8,6,1,97.5,17258,0,187.545454545455,0,0,0,0,316,1.5,0,33,1,35,0,1,72.7,1,652,1,3,3,9,1,1200,2,1,17258,2388,19131,0,7,1.61917808219178,3.14067227136849,24.7890410958904,-0.668493150684932,0.123287671232877,51,1,0,0,0,0,1,0,0,0,0,0,0,12964
"54198",9,127900,2.1,588,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,294,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,0,4,0,0,0,20.8802831142568,0,50,0,14500,0,2.33666142281372,0.794520547945205,7.53598050258877,2.48634096737679,1.28191739298384,70,0,0,0,1,0,1,1,1,1,1,0,0,12969
"78370",9,5582,91,5082,0,1728.33162193699,0,99.930935709739,1,0,9,5082,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,129,0,0,0,0,0,0,0,20,0,0,0,1,0,1,0,500,7,34,0,0,0,0,5,2.33666142281372,3.14067227136849,7.53598050258877,0.747945205479452,1.28191739298384,48,1,1,0,0,0,1,1,1,1,1,0,0,12971
"90345",8,134805,8.1,47791,1,0,0,99.930935709739,1,1,8,52794,140.24170172978,0.668493150684932,26.6519337016575,0,0,1,0,52794,0,187.545454545455,0,0,205,1,66,0,0,2,0,2,0,0,84.2,0,0,0,0,2,8,1,1500,0,27,0,0,0,15000,0,2.33666142281372,3.14067227136849,-0.0465753424657534,2.48634096737679,1.28191739298384,51,1,0,1,0,0,0,1,1,1,0,0,1,12974
"69030",46,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,46,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,2,0,0,0,0,2,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,-0.463013698630137,41,0,0,1,0,0,1,1,1,1,1,0,0,12976
"5009",13,0,36.0982772631237,0,2,1728.33162193699,1,23,2,0,23,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,108,11.2529557030406,0,1,0,1,0,0,40,1,0,1,14,0,2,0,0,10,2,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,25,0,0,0,0,0,1,0,1,1,1,0,0,12977
"73757",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,0,0,0,0,0,7,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,35,0,1,0,0,1,1,1,1,1,1,0,0,12978
"77789",81,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,81,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8802831142568,0,902,0,0,0,2.33666142281372,5.45753424657534,7.53598050258877,2.48634096737679,1.28191739298384,59,0,0,0,1,0,1,1,0,1,1,0,0,12979
"6744",46,43411,17.3,7523,0,1728.33162193699,0,99.930935709739,1,1,46,28211,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,28211,0,187.545454545455,0,0,0,0,204,0,0,0,0,0,0,0,100,0,0,0,0,1,3,0,2000,0,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,17.0383561643836,2.48634096737679,1.28191739298384,100,1,0,0,0,0,1,1,1,1,1,0,0,12982
"32772",29.8752999294284,0,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,80.8185633404105,0,0,0,0,0,0,0,0,1,20.8802831142568,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,36,0,1,0,0,1,1,1,1,1,1,0,0,12983
"63292",37,360,999.9,5280,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,1,24,2,0,0,0,1,5280,0,2,0,0,0,0,2,0,0,0,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,73,0,0,0,1,0,1,1,1,1,1,0,0,12990
"13856",2,412479,33.2,36513,3,1757,6,169,9,3,41,57729,171,0,15,1,1,1,3.1,44975,0,187.545454545455,1,1,1253,0,197,0,0,10,0,10,0,0,86,0,0,0,1,5,16,0,1000,1,20.8802831142568,19054,747,259844,15500,0,3.45205479452055,3.14067227136849,8.53698630136986,2.48634096737679,1.28191739298384,31,1,0,0,0,0,0,0,0,0,0,0,0,12992
"34956",1,326138,41.2,44351,0,1728.33162193699,0,99.930935709739,2,1,19,20638,4,0,26.6519337016575,0,0,0,52.1986768597471,20638,0,187.545454545455,1,3,5800,1,121,0,0,0,0,0,0,0,100,0,0,0,4,1,9,0,1500,0,20.8802831142568,0,1275,0,18000,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,48,1,0,0,0,0,1,1,0,1,1,0,0,12994
"93336",13,286600,0.2,4145,0,1728.33162193699,0,99.930935709739,0,0,42.1564612125492,0,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,28,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,0,0,5,0,0,0,20.8802831142568,0,0,0,13000,0,2.33666142281372,1.87671232876712,7.53598050258877,2.48634096737679,1.28191739298384,21,0,1,0,0,0,1,1,1,1,1,0,1,12999
"20337",9,18451,96.7,17845,0,1728.33162193699,7,24,1,7,9,18451,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,70,0,0,0,1,0,0,0,0,8,51,0,0,0,0,2,2.33666142281372,3.14067227136849,7.53598050258877,0.747945205479452,-0.128767123287671,36,0,0,1,0,0,1,0,1,1,1,0,0,13002
"58647",1,1765,75.2,1327,0,1728.33162193699,0,99.930935709739,18,2,1,1765,176,0.668493150684932,3,22,13,2,75.2,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,22,0,28,2,0,75,0,327,0,5,3,0,6,0,7,4,0,0,0,0,0,2.33666142281372,0.2,7.53598050258877,2.48634096737679,-0.295890410958904,41,0,1,0,0,0,1,1,0,0,0,0,0,13004
"64450",3,31000,75.9,23518,0,1728.33162193699,7,33,1,6,7,23800,140.24170172978,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,10075,0,187.545454545455,2,2,2518.65422661871,0,165.627093872962,11.2529557030406,0,0,0,0,0,0,100,0,0,0,1,1,3,0,0,0,20.8802831142568,10075,0,0,0,5,2.78538812785388,3.14067227136849,7.53598050258877,-0.252054794520548,1.28191739298384,42,0,0,1,0,0,1,0,1,1,1,0,0,13005
"84188",10,51200,3.4,1765,0,1728.33162193699,1,75,1,0,55,0,426,0.668493150684932,26.6519337016575,0,0,0,52.1986768597471,0,0,187.545454545455,1,3,423,1,12,0,0,0,0,0,0,0,100,0,0,0,0,0,6,0,2000,0,20.8802831142568,0,0,0,11500,0,2.33666142281372,5.53972602739726,1.03835616438356,2.48634096737679,1.28191739298384,58,1,1,0,0,0,1,0,0,1,1,0,0,13008
"80209",55,71500,36.0982772631237,0,0,1728.33162193699,0,99.930935709739,1,0,87,0,154,0,0,52,17,0,52.1986768597471,0,0,187.545454545455,0,0,2518.65422661871,0,165.627093872962,11.2529557030406,0,16,21,26,0,0,50,1,3484,1,4,1,0,0,0,3,0,0,871,0,0,0,2.33666142281372,3.14067227136849,7.53598050258877,2.48634096737679,1.28191739298384,58,0,0,0,0,0,1,1,0,0,1,0,0,13009
"60596",0,99151,17,19063,0,1728.33162193699,1,16,6,1,7,8800,122,0.668493150684932,26.6519337016575,0,0,1,75,0,0,187.545454545455,1,1,0,0,329,0,0,0,0,0,0,0,95.5,0,0,0,0,1,10,1,6000,0,20.8802831142568,9664,0,0,15000,0,2.53629762706789,3.7041095890411,2.28493150684932,2.48634096737679,0.619178082191781,67,1,0,0,1,0,1,0,0,1,0,0,0,13010
"99335",1,329295,20.9,18662,2,1728.33162193699,4,129,3,0,67,0,165,0,26.6519337016575,0,0,1,52.1986768597471,0,0,187.545454545455,2,2,2467,2,141,0,0,0,0,0,0,0,92.2,0,0,0,4,0,11,0,8500,0,20.8802831142568,0,889,0,10000,0,2.33666142281372,0.372602739726027,7.53598050258877,2.48634096737679,1.28191739298384,36,1,0,0,0,0,1,0,0,1,1,0,1,13011
